Experiment ; nb_agents ; cost ; time 
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 66 ; 0.12
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 142 ; 0.15
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 146 ; 0.16
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 90 ; 0.15
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 188 ; 0.18
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 162 ; 0.19
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 88 ; 0.14
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 90 ; 0.15
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 46 ; 0.14
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 182 ; 0.17
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 144 ; 0.18
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 44 ; 0.14
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 46 ; 0.14
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 162 ; 0.17
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 78 ; 0.14
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 82 ; 0.14
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 34 ; 0.12
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 82 ; 0.14
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 156 ; 0.17
aamas/logs100/offices_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 164 ; 0.19
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 90 ; 0.15
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 141 ; 0.16
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 138 ; 0.16
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 273 ; 0.21
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 51 ; 0.15
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 129 ; 0.16
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 165 ; 0.18
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 255 ; 0.22
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 126 ; 0.17
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 237 ; 0.18
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 66 ; 0.15
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 228 ; 0.2
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 219 ; 0.19
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 237 ; 0.25
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 108 ; 0.16
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 204 ; 0.18
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 180 ; 0.16
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 93 ; 0.16
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 111 ; 0.15
aamas/logs100/offices_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 123 ; 0.15
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 224 ; 0.19
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 84 ; 0.15
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 288 ; 0.22
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 376 ; 0.25
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 128 ; 0.18
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 88 ; 0.15
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 84 ; 0.15
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 372 ; 0.3
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 124 ; 0.18
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 324 ; 0.22
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 264 ; 0.21
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 172 ; 0.18
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 236 ; 0.19
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 168 ; 0.17
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 208 ; 0.18
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 236 ; 0.19
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 328 ; 0.22
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 144 ; 0.17
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 48 ; 0.15
aamas/logs100/offices_range1_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 44 ; 0.16
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 235 ; 0.23
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 355 ; 0.26
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 295 ; 0.2
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 450 ; 0.23
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 235 ; 0.27
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 140 ; 0.2
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 270 ; 0.28
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 225 ; 0.18
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 185 ; 0.29
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 190 ; 0.2
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 115 ; 0.16
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 175 ; 0.22
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 195 ; 0.18
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 315 ; 0.24
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 485 ; 0.38
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 330 ; 0.29
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 355 ; 0.26
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 465 ; 0.27
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 175 ; 0.19
aamas/logs100/offices_range1_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 485 ; 0.3
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 462 ; 0.42
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 96 ; 0.14
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 306 ; 0.25
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 78 ; 0.17
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 444 ; 0.43
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 354 ; 0.36
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 462 ; 0.25
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 588 ; 0.27
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 564 ; 0.32
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 402 ; 0.23
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 258 ; 0.35
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 342 ; 0.32
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 330 ; 0.34
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 666 ; 0.46
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 456 ; 0.34
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 228 ; 0.27
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 522 ; 0.27
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 468 ; 0.38
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 372 ; 0.26
aamas/logs100/offices_range1_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 390 ; 0.29
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 238 ; 0.39
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 280 ; 0.25
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 259 ; 0.21
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 616 ; 0.52
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 378 ; 0.45
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 693 ; 0.37
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 385 ; 0.35
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 140 ; 0.18
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 196 ; 0.29
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 294 ; 0.32
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 742 ; 0.58
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 455 ; 0.28
aamas/logs100/offices_range1_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 427 ; 0.53
