Experiment ; nb_agents ; cost ; time 
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 44 ; 1.55
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 76 ; 1.25
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 142 ; 1.14
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 102 ; 1.13
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 56 ; 1.04
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 84 ; 1.04
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 84 ; 1.07
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 28 ; 1.04
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 36 ; 1.31
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 144 ; 1.13
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 104 ; 1.09
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 134 ; 1.73
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 82 ; 1.6
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 60 ; 1.6
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 116 ; 1.92
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 66 ; 1.53
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 110 ; 1.68
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 54 ; 1.57
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 40 ; 1.5
aamas/logs100/small_obstacles_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 78 ; 1.23
aamas/logs100/small_obstacles_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 30 ; 1.13
aamas/logs100/small_obstacles_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 99 ; 1.53
aamas/logs100/small_obstacles_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 114 ; 1.25
aamas/logs100/small_obstacles_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 102 ; 0.79
