Experiment ; nb_agents ; cost ; time 
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 26 ; 0.27
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 56 ; 0.34
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 68 ; 0.29
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 64 ; 0.29
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 22 ; 0.28
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 14 ; 0.26
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 42 ; 0.29
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 78 ; 5.12
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 28 ; 0.29
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 18 ; 0.27
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 24 ; 0.26
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 16 ; 0.26
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 58 ; 0.27
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 56 ; 0.3
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 36 ; 0.29
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 42 ; 0.28
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 92 ; 0.28
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 58 ; 0.28
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 24 ; 0.27
aamas/logs300/pyramid_range3_3d_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 46 ; 0.29
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 195 ; 0.27
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 93 ; 0.28
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 54 ; 0.27
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 63 ; 0.27
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 96 ; 0.29
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 45 ; 0.29
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 147 ; 0.32
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 42 ; 0.27
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 141 ; 0.3
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 327 ; 0.54
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 96 ; 0.3
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 111 ; 0.34
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 90 ; 0.35
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 42 ; 0.31
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 225 ; 0.35
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 42 ; 0.3
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 27 ; 0.29
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 42 ; 0.29
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 87 ; 0.3
aamas/logs300/pyramid_range3_3d_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 99 ; 0.34
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 136 ; 0.36
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 128 ; 0.33
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 56 ; 0.32
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 92 ; 0.35
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 24 ; 0.29
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 256 ; 0.44
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 52 ; 0.32
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 76 ; 0.34
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 100 ; 0.36
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 164 ; 0.65
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 228 ; 0.46
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 80 ; 0.31
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 112 ; 0.34
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 132 ; 0.39
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 72 ; 0.33
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 44 ; 0.38
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 104 ; 0.37
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 256 ; 0.37
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 168 ; 0.38
aamas/logs300/pyramid_range3_3d_agents4__CASTAR_CHECK_COLLISIONS.csv ; 4 ; 68 ; 0.32
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 115 ; 0.35
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 180 ; 0.37
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 95 ; 0.35
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 145 ; 0.37
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 175 ; 0.46
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 475 ; 0.48
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 210 ; 0.39
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 160 ; 0.36
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 155 ; 0.42
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 80 ; 0.35
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 140 ; 0.39
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 245 ; 0.42
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 60 ; 0.32
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 270 ; 0.39
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 85 ; 0.34
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 110 ; 0.38
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 305 ; 0.66
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 100 ; 0.35
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 225 ; 0.44
aamas/logs300/pyramid_range3_3d_agents5__CASTAR_CHECK_COLLISIONS.csv ; 5 ; 235 ; 0.46
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 174 ; 0.47
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 90 ; 0.34
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 222 ; 0.42
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 252 ; 0.45
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 108 ; 0.39
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 144 ; 0.52
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 330 ; 0.52
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 60 ; 0.34
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 126 ; 0.4
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 528 ; 0.46
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 78 ; 0.37
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 390 ; 0.54
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 750 ; 0.65
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 126 ; 0.38
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 684 ; 0.42
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 540 ; 0.6
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 276 ; 0.77
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 150 ; 0.46
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 180 ; 0.43
aamas/logs300/pyramid_range3_3d_agents6__CASTAR_CHECK_COLLISIONS.csv ; 6 ; 84 ; 0.37
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 812 ; 0.99
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 679 ; 0.81
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 833 ; 0.75
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 644 ; 0.96
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 140 ; 0.43
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 469 ; 0.63
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 147 ; 0.42
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 483 ; 0.63
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 126 ; 0.39
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 371 ; 0.57
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 105 ; 0.37
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 525 ; 0.41
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 84 ; 0.49
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 231 ; 0.65
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 518 ; 0.61
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 343 ; 0.61
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 476 ; 0.68
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 308 ; 0.48
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 280 ; 0.52
aamas/logs300/pyramid_range3_3d_agents7__CASTAR_CHECK_COLLISIONS.csv ; 7 ; 84 ; 0.37
aamas/logs300/pyramid_range3_3d_agents8__CASTAR_CHECK_COLLISIONS.csv ; 8 ; 184 ; 0.47
aamas/logs300/pyramid_range3_3d_agents8__CASTAR_CHECK_COLLISIONS.csv ; 8 ; 1000 ; 0.74
